Geneid	ck18FL1	ck18FL2	ck18FL3	ck18FL4	ck18HL1	ck18HL2	ck18HL3	ck18HL4	ck18K1	ck18k2	ck18K3	ck18K4
gene5044	2725	2056	1218	1788	1899	1557	1982	1251	1189	2010	1780	6435
gene5045	3120	2341	1254	1566	2484	2023	1792	997	1631	3059	1727	5948
gene5046	954	672	564	872	877	677	854	535	420	640	593	2281
gene5047	3158	3095	1733	2332	2373	2284	2299	1300	2062	3669	2517	8849
gene5048	416	154	139	179	329	111	193	92	210	191	202	761
gene5049	181	86	131	165	174	56	201	108	202	112	194	848
gene5050	1594	1007	840	1264	1180	780	1099	683	592	900	942	3496
gene5051	1237	837	565	922	1008	647	823	562	645	907	820	3421
gene5052	1563	1170	484	608	1265	960	661	506	659	1159	672	1976
gene5053	14	11	9	13	7	2	2	2	15	10	8	22
gene5054	1	3	0	2	2	0	0	0	1	3	1	3
gene5055	2	4	0	2	0	3	0	0	1	2	2	2
gene5056	20477	16920	11406	17243	18017	14600	17432	10938	6507	12887	9545	41223
gene5057	804	595	371	561	673	527	500	372	397	643	451	1880
gene5058	4	1	1	1	2	2	2	0	0	2	1	6
gene5059	5	2	6	1	7	0	6	1	2	8	8	7
gene5060	2152	1758	1050	1479	1775	1422	1387	921	1150	2050	1395	5626
gene5061	5983	5493	2732	3894	4421	4435	4280	2243	3683	6799	3571	16210
gene5062	2468	1843	1492	2227	2198	1590	2293	1429	1141	1922	1633	6691
gene5063	1	2	0	0	0	0	0	1	0	0	0	0
gene5064	337	171	89	142	228	121	125	91	266	260	156	758
gene5065	347	282	143	210	356	311	306	175	200	372	239	946
gene5066	2822	2244	1307	1633	2319	2056	1825	1124	1173	2356	1290	5017
gene5067	5040	4446	2402	3426	4173	3744	3750	2239	2621	4826	3187	12462
gene5068	42	44	22	43	46	32	30	22	35	55	36	122
gene5069	12880	10651	6280	8427	10590	9313	9006	5441	5070	10428	6945	23977
gene5070	0	0	1	0	0	0	0	0	1	1	0	3
gene5071	5	5	7	7	7	5	6	3	4	2	2	12
gene5072	2592	1901	1242	1801	2202	1519	1818	1135	1477	2128	1692	6328
gene5073	1362	1124	564	719	1231	1005	816	530	571	1055	589	2039
gene5074	2249	1757	944	1624	2170	1645	1557	1121	789	1422	935	3973
gene5075	2697	2508	1022	1264	2503	2163	1486	865	1403	2672	1090	4215
gene5076	1146	810	452	737	865	665	593	438	526	862	620	2406
gene5077	9586	8713	4846	7024	7760	7379	7682	4235	4497	8190	5829	23429
gene5078	308	180	97	159	180	164	104	82	203	310	140	741
gene5079	1	4	3	9	2	6	1	1	3	2	7	10
gene5080	32	35	23	29	18	12	26	9	83	131	116	421
gene5081	102	79	36	63	55	35	65	26	201	337	205	669
gene5082	4	6	2	6	3	6	4	2	9	26	17	83
gene5083	4103	4288	2066	2242	2564	3056	2843	1208	8670	21891	9900	34254
gene5084	1584	746	515	568	1210	549	661	354	1009	1031	772	2586
gene5085	3716	3154	1951	2506	2877	2577	2857	1511	2085	4085	2803	9576
gene5086	3589	2677	1826	2783	2509	2107	2759	1671	2111	3754	3567	12907
gene5087	1097	769	472	717	815	646	704	452	510	720	604	2442
gene5088	27	10	35	21	13	11	39	10	13	23	37	56
gene5089	0	0	0	0	0	0	0	0	0	0	0	0
gene5090	332	279	135	229	288	192	229	137	200	411	314	1063
gene5091	3489	821	509	1880	2767	734	746	1251	1619	986	861	6286
gene5092	0	0	0	0	0	0	0	0	0	0	0	0
gene5093	78	76	39	52	49	75	49	33	38	90	44	221
gene5094	3533	3485	1798	2380	2781	2931	3024	1557	1689	3357	2206	7942
gene5095	1	2	1	1	7	4	1	3	2	2	0	1
gene5096	2804	2148	1347	1869	2312	1751	1854	1177	1543	2549	1737	6573
gene5097	3582	2836	1848	2905	2916	2539	2845	1898	2029	3350	2265	10615
gene5098	0	0	0	0	0	0	0	0	0	0	0	0
gene5099	0	0	0	0	0	0	0	0	0	0	0	0
gene5100	1008	965	450	694	794	748	640	397	531	1091	656	2458
gene5101	14337	10755	7159	11400	12276	8814	10550	7101	6256	9688	7261	31146
gene5102	331	242	285	230	455	279	215	155	2904	1148	594	3104
gene5103	3	0	0	0	0	0	0	0	1	0	0	0
gene5104	343	295	129	193	288	227	201	149	192	341	194	872
gene5105	1306	1032	502	591	1657	1266	1281	642	752	1258	512	2469
gene5106	1825	1646	1052	1522	1804	1441	1494	998	798	1657	935	4366
gene5107	1	5	2	3	0	1	3	1	0	4	5	10
gene5108	174	84	58	83	108	83	86	68	62	100	87	338
gene5109	1534	1350	699	933	1255	1101	927	580	744	1417	836	3190
gene5110	306	132	104	151	208	92	152	96	184	147	138	545
gene5111	3	3	1	0	2	4	3	0	1	2	2	4
gene5112	58	70	20	45	63	51	46	26	47	125	50	248
gene5113	250	279	152	192	169	206	208	100	120	307	196	559
gene5114	13	6	8	14	9	3	10	0	10	5	9	16
gene5115	2890	2519	1530	2065	2285	1895	2123	1202	1188	2236	1566	6286
gene5116	569	485	284	335	318	318	252	184	62	213	147	370
gene5117	6173	4060	3084	4487	4795	3111	4059	2800	2951	4827	4557	16560
gene5118	0	0	0	0	0	0	0	0	0	0	0	0
gene5119	3719	3400	1402	1768	2678	2465	2158	1233	3920	7150	3527	14171
gene5120	840	740	451	556	796	811	719	453	462	949	602	2398
gene5121	91	50	43	44	175	105	118	72	196	128	79	441
gene5122	0	0	0	0	0	0	1	0	1	2	1	3
gene5123	2	0	1	0	0	0	1	0	2	5	2	8
gene5124	1544	1502	1023	1356	1406	1193	1581	866	1171	2235	1795	6388
gene5125	1536	983	682	841	1216	865	988	571	707	1119	907	2841
gene5126	5206	3680	2044	2732	3909	2770	2803	1838	5426	8224	4545	17103
gene5127	3080	2072	1240	1433	2674	1825	1600	1037	1323	2180	1154	4252
gene5128	662	576	324	547	498	400	486	327	310	710	458	1922
gene5129	899	807	522	632	886	684	740	458	468	804	533	2192
gene5130	70	51	29	36	44	33	50	29	47	69	33	165
gene5131	156	389	87	121	219	378	187	108	68	407	105	344
gene5132	0	0	0	0	0	0	0	0	0	0	0	0
gene5133	17	18	9	10	26	26	15	8	22	43	17	94
gene5134	2205	1477	1022	1054	2004	1359	1404	807	1292	1920	1414	4265
gene5135	596	328	327	354	462	345	528	256	345	447	544	1634
gene5136	4011	3013	1682	1990	3561	2984	2887	1540	2942	5013	3332	11629
gene5137	2334	1965	1423	2065	2155	1796	2133	1462	888	1517	1354	4939
gene5138	2587	2025	1429	2045	2146	1773	2077	1316	1131	2223	1680	6799
gene5139	723	600	374	540	748	542	552	379	495	818	567	2251
gene5140	1497	1445	965	1542	1450	1497	1639	1077	653	1509	1099	5489
gene5141	1983	1849	1037	1251	1922	1693	1483	820	1759	2448	1400	5446
gene5142	1	0	0	0	0	0	0	0	0	1	1	0
gene5143	306	269	151	177	550	284	355	210	284	545	307	1336
gene5144	1188	961	567	733	960	910	806	489	588	1085	639	2358
gene5145	61	37	35	37	61	36	46	24	41	77	69	181
gene5146	3767	2324	1336	1885	2965	2060	2122	1281	1636	2319	1689	6100
gene5147	19	19	18	20	29	16	20	7	1	7	5	27
gene5148	355	353	189	193	268	228	228	132	153	284	187	733
gene5149	0	0	0	0	0	0	0	0	0	0	0	0
gene5150	1661	1387	690	786	1381	1273	1078	573	499	1007	617	1800
gene5151	155	112	47	81	144	72	61	54	87	113	56	224
gene5152	7	8	4	3	3	8	3	1	1	6	3	11
gene5153	2507	2101	1280	2164	2064	1813	1837	1365	1016	1928	1480	6093
gene5154	1333	1205	648	1090	1142	947	979	665	682	1289	790	3597
gene5155	5	2	1	5	3	0	3	1	2	0	2	8
gene5156	763	652	444	445	430	399	516	219	572	1099	670	2669
gene5157	3116	2472	1438	2100	2572	1878	1976	1324	1715	2774	1838	6882
gene5158	0	0	0	1	0	0	0	1	0	2	0	0
gene5159	1644	1436	868	1321	1355	1398	1401	808	998	1673	1240	5378
gene5160	1330	1354	671	754	993	1093	977	509	824	1775	1325	3365
gene5161	1986	1562	798	1131	694	668	698	420	1213	1228	1128	4687
gene5162	5310	4498	2626	3267	4747	4061	4279	2604	4701	6409	4557	19048
gene5163	1	2	1	0	0	0	0	0	1	0	0	2
gene5164	2745	2527	1162	1595	2528	2152	1670	1109	1379	2627	1412	5077
gene5165	485	372	152	211	365	199	216	111	94	194	102	434
gene5166	2868	2742	1640	2272	2447	2313	2203	1362	1134	2522	1624	5746
gene5167	0	1	0	0	0	0	0	0	0	0	0	0
gene5168	3	2	1	0	5	0	2	0	0	1	1	5
gene5169	1	0	2	2	8	3	5	3	2	2	2	14
gene5170	27	21	23	18	33	16	36	20	21	35	33	129
gene5171	0	2	0	2	1	0	1	0	0	0	1	6
gene5172	6	7	3	7	14	9	3	2	4	5	5	30
gene5173	6	2	1	0	12	3	1	3	7	11	6	35
gene5174	5	1	4	4	1	2	7	2	0	1	2	34
gene5175	3094	2679	1266	1797	2446	2350	1862	1232	1140	2422	1542	5167
gene5176	2353	1153	933	1275	1659	874	1194	696	902	943	1117	3307
gene5177	110	54	33	23	81	61	42	30	49	70	50	117
gene5178	1094	739	388	649	867	689	631	379	452	783	559	1968
gene5179	7	5	4	5	7	4	5	1	7	6	6	21
gene5180	0	0	0	0	0	0	0	0	0	1	1	4
gene5181	18034	14818	9146	12613	14744	12585	12757	8548	7087	13204	9352	34075
gene5182	85	72	32	23	75	51	72	20	42	82	59	176
gene5183	4030	3529	2118	2660	3249	2917	2998	1732	2153	3734	2642	9378
gene5184	17	37	24	24	16	13	14	6	33	47	34	215
gene5185	490	284	147	269	402	244	267	186	270	363	238	921
gene5186	335	331	157	223	250	260	214	126	151	311	190	701
gene5187	0	0	0	0	0	0	0	0	0	0	0	2
gene5188	13	7	3	6	0	4	1	2	3	3	4	6
gene5189	0	0	2	0	0	0	0	0	0	0	1	0
gene5190	2020	1728	997	1341	1644	1393	1368	1003	994	1890	1300	5116
gene5191	1172	1419	545	663	919	1011	754	434	457	1249	533	1827
gene5192	1234	1037	601	409	574	468	619	345	5078	6460	2049	13470
gene5193	12	7	1	3	10	11	10	8	17	15	9	32
gene5194	319	266	213	209	168	140	183	111	182	267	157	628
gene5195	957	690	344	482	648	547	415	310	479	820	431	1623
gene5196	2018	1589	840	1072	1457	1200	1116	650	955	1740	1120	3530
gene5197	0	0	0	0	0	0	1	0	2	1	0	0
gene5198	587	558	271	315	523	459	366	217	347	690	307	1300
gene5199	0	0	0	0	1	0	0	1	0	0	0	2
gene5200	2450	1795	781	986	1806	1553	990	621	1543	2384	1094	3860
gene5201	354	279	181	275	311	204	244	145	176	273	197	807
gene5202	18322	15057	6405	8793	14321	13591	9910	5911	11114	20489	10003	36104
gene5203	58	34	20	39	37	32	24	19	29	45	36	168
gene5204	7228	5939	3765	5411	6141	5029	5767	3634	3950	6404	4557	18837
gene5205	15	28	22	10	6	5	10	6	60	74	63	283
gene5206	6	10	9	6	1	1	6	4	35	31	23	138
gene5207	86	55	31	33	56	52	67	35	146	227	85	523
gene5208	6465	5851	2398	3446	5538	5207	3632	2612	2887	5774	2773	11293
gene5209	531	803	375	597	499	817	727	425	354	1476	655	2866
gene5210	1305	1477	907	1400	1249	1092	1280	825	804	1604	973	5051
gene5211	20	7	7	9	20	7	17	2	12	4	9	24
gene5212	0	0	0	0	0	0	0	0	0	0	0	1
gene5213	0	1	0	0	1	0	0	0	0	1	0	3
gene5214	1	1	0	2	0	0	2	1	0	1	1	1
gene5215	2930	2422	1371	1900	2138	1837	2292	1150	2488	4261	2521	10579
gene5216	1148	1051	733	992	981	837	1105	589	593	1024	808	3247
gene5217	3306	3169	1436	1943	2518	2526	2089	1279	1665	3458	1849	6696
gene5218	4	9	2	1	0	2	0	0	2	0	0	4
gene5219	5	5	1	5	3	5	7	2	0	1	2	9
gene5220	2729	2260	1346	1886	2508	1993	2127	1209	1010	1743	1230	4388
gene5221	2152	2101	1056	1570	1165	951	806	575	400	949	528	2255
gene5222	5	4	5	8	3	0	3	0	1	2	7	17
gene5223	15	5	6	13	1	0	2	1	3	6	5	7
gene5224	29	6	5	10	6	11	10	5	31	20	36	111
gene5225	12	6	3	6	4	7	2	1	13	18	10	23
gene5226	1113	748	414	533	399	301	264	161	699	758	591	1825
gene5227	586	436	182	207	457	311	286	155	446	670	348	1152
gene5228	40	40	19	31	55	97	53	33	44	46	65	187
gene5229	2	3	3	6	0	5	8	0	1	5	4	17
gene5230	6230	4692	2276	2871	5225	3434	2960	1865	4742	6771	4504	13620
gene5231	1411	1070	576	887	1130	845	723	566	681	1078	654	2520
gene5232	1637	1324	743	932	1366	1239	1213	711	1242	2232	1393	5532
gene5233	33	38	18	24	23	13	23	12	60	117	37	271
gene5234	0	1	0	0	0	0	0	0	0	0	1	0
gene5235	1065	737	373	649	915	599	646	398	561	854	514	2245
gene5236	3254	2503	1902	2641	2609	2053	2630	1610	1334	2569	2142	8319
gene5237	2688	2238	1484	1931	2193	1861	1988	1262	831	1624	1364	4892
gene5238	1191	955	608	931	1044	911	1048	615	642	977	741	3189
gene5239	12	30	14	13	20	18	26	12	20	33	27	85
gene5240	211	173	102	123	183	221	273	117	49	91	76	288
gene5241	170	120	60	111	142	130	163	80	107	146	73	301
gene5242	1411	1187	621	806	1224	1009	989	555	627	1220	760	2952
gene5243	49172	42413	27391	42168	45928	40080	47875	27791	15904	33278	23320	102974
gene5244	1400	947	514	735	1286	884	951	598	588	656	452	1939
gene5245	26	22	9	7	20	31	18	11	29	21	21	32
gene5246	1460	1297	660	1044	1329	1453	1519	707	333	780	495	1928
gene5247	250	239	94	198	223	226	280	141	62	118	81	362
gene5248	3143	2106	1395	1908	2148	1707	2428	1133	1846	2533	1741	7514
gene5249	2793	2383	1538	2313	2271	2039	2565	1477	1294	2298	1565	7014
gene5250	1453	1210	715	1038	1346	1052	1109	745	638	1173	758	3163
gene5251	3	0	0	0	0	0	0	0	0	3	0	0
gene5252	178	83	80	155	91	37	94	67	19	21	16	73
gene5253	2	3	1	3	0	0	0	0	1	1	0	0
gene5254	236	200	125	174	235	198	215	124	121	117	86	439
gene5255	0	0	0	0	0	0	0	0	0	0	0	0
gene5256	0	0	0	3	0	0	1	3	0	1	1	7
gene5257	1978	1567	1009	1551	1832	1800	1949	1204	845	1572	1040	4351
gene5258	16	15	7	20	66	36	59	45	14	15	9	38
gene5259	3	0	1	1	0	1	0	2	0	1	0	1
gene5260	15	5	22	13	30	26	30	18	15	17	17	95
gene5261	2563	2358	1110	1291	2260	2266	1766	1042	903	2322	1168	4116
gene5262	939	581	368	511	712	474	643	307	676	813	739	2724
gene5263	1184	746	517	804	998	730	990	510	526	844	675	2583
gene5264	28198	24564	14374	21851	22730	21424	22408	14311	8016	17974	11427	49245
gene5265	2398	1776	1277	1795	2067	1621	2086	1082	832	1552	1202	4588
gene5266	1870	1598	884	1060	1591	1318	1366	712	1216	2089	1157	4518
gene5267	184	139	99	101	195	154	177	77	265	306	214	791
gene5268	2452	1507	1098	1695	2025	1364	1871	1065	1244	1966	1560	5905
gene5269	1302	877	736	921	833	740	976	434	852	1390	1216	3877
gene5270	1720	1295	776	1097	1258	1138	1483	730	1432	2172	1852	6726
gene5271	18	16	10	12	8	17	14	6	23	44	22	85
gene5272	3926	3102	2316	3016	2617	2341	2938	1792	1731	3428	2984	9334
gene5273	3591	2864	1627	2259	3080	2428	2376	1485	1509	2810	1615	6945
gene5274	476	362	287	316	323	299	538	189	152	239	203	569
gene5275	9231	9396	4939	6902	5308	4742	4896	2607	10141	16416	10203	43373
gene5276	612	746	303	468	397	361	378	187	695	1277	638	3012
gene5277	4241	3545	2180	2941	3830	3355	3135	1954	1275	2964	2104	7202
gene5278	0	0	0	0	0	0	0	1	0	0	0	0
gene5279	9910	7050	3724	5807	6914	5303	5215	3428	4323	6805	4208	16994
gene5280	1176	1009	499	625	880	803	713	391	740	1324	753	2744
gene5281	380	281	102	106	172	172	117	72	83	206	64	251
gene5282	122	133	51	64	68	75	81	30	69	124	61	238
gene5283	561	443	127	169	361	283	258	101	74	145	118	274
gene5284	899	725	334	392	590	599	461	213	420	743	377	1303
gene5285	546	266	152	200	337	173	167	134	272	309	205	711
gene5286	1441	882	624	891	1062	775	799	502	654	1013	742	2912
gene5287	2765	1353	941	1595	2167	1152	1480	988	1475	1624	1330	5790
gene5288	2664	2008	1026	1292	1971	1840	1605	951	1430	2456	1592	5340
gene5289	1155	986	535	972	802	788	797	474	1369	2283	1633	7216
gene5290	18	13	6	6	20	9	15	13	14	16	11	77
gene5291	1528	1472	711	888	1217	1248	934	595	1174	2638	1200	5189
gene5292	678	1088	418	476	417	695	553	239	593	1675	868	2891
gene5293	0	1	0	0	1	0	0	0	0	3	1	1
gene5294	4	3	0	7	1	3	1	1	1	36	3	159
gene5295	7	4	3	5	0	0	2	0	8	3	6	12
gene5296	23	17	13	12	6	7	10	7	29	20	27	111
gene5297	0	0	0	2	0	0	0	0	0	0	0	8
gene5298	205	262	117	171	168	209	174	89	140	282	145	523
gene5299	3064	2397	1695	2820	2780	2049	2419	1859	1079	1864	1457	7006
gene5300	801	578	373	597	734	513	644	397	390	643	428	1939
gene5301	3183	2214	1162	2052	2620	1884	1739	1502	1258	1832	1365	6176
gene5302	1718	1193	869	885	1467	1117	1451	661	768	1032	1182	2907
gene5303	925	583	423	448	776	497	538	299	511	599	404	1496
gene5304	1955	1567	788	1181	1612	1374	1195	807	1033	1796	1054	4242
gene5305	1414	1164	612	877	1208	1086	986	634	543	1135	604	2426
gene5306	3557	2926	1305	1904	3182	2756	2111	1399	1731	3117	1595	5954
gene5307	0	0	1	0	0	0	0	0	0	0	0	1
gene5308	21	18	5	12	10	7	15	8	19	33	17	70
gene5309	5764	3973	2661	3984	4565	3374	3647	2630	2552	3808	2887	11803
gene5310	3	3	1	1	2	2	2	0	0	0	1	1
gene5311	23	15	4	25	25	6	8	6	20	15	15	47
gene5312	3552	2987	1701	1886	2722	2554	2718	1261	2047	3612	2347	7170
gene5313	601	287	206	383	436	253	302	209	379	468	328	1499
gene5314	1567	1104	606	680	1398	1039	912	499	648	1114	728	2081
gene5315	331	289	113	218	271	268	252	141	247	389	261	1019
gene5316	8135	7031	2402	3808	3772	3650	2817	1715	3679	9124	3691	14496
gene5317	34	20	26	22	28	11	38	21	21	38	33	92
gene5318	0	0	0	0	0	0	0	0	0	1	4	3
gene5319	25988	20354	12240	18020	20175	15791	17746	11649	10074	17881	13323	50622
gene5320	1051	815	483	655	813	725	686	447	503	846	583	1989
gene5321	4398	3314	1547	1868	3634	2812	2204	1447	1854	3193	1891	6472
gene5322	26	23	19	25	21	27	29	9	46	67	65	167
gene5323	6	9	2	4	9	3	2	1	7	4	3	18
gene5324	6133	5152	2751	3760	5279	4030	3469	2363	2362	3962	2435	8561
gene5325	0	0	0	0	0	0	0	0	0	0	0	0
gene5326	625	386	197	284	512	306	325	210	340	367	226	1008
gene5327	872	911	354	434	635	576	470	265	544	946	574	1741
gene5328	1296	1028	646	882	955	744	1023	549	720	1292	1064	3928
gene5329	5755	4218	2434	3245	4036	2789	3020	1928	2745	4286	2809	9156
gene5330	0	1	0	0	1	0	1	0	0	0	1	0
gene5331	43	27	13	10	20	26	14	15	42	70	29	154
gene5332	0	0	0	0	0	0	0	0	0	0	0	0
gene5333	0	0	1	1	2	0	4	0	0	0	0	0
gene5334	1	0	0	0	0	0	0	0	0	0	0	1
gene5335	7	1	0	1	0	4	4	2	0	5	3	4
gene5336	26	72	24	20	32	34	31	6	30	94	66	154
gene5337	4828	3920	2228	3136	3949	3359	2782	1902	1118	2445	1728	5834
gene5338	300	197	29	48	245	148	48	24	148	253	39	221
gene5339	18	7	4	3	6	1	5	1	4	0	6	23
gene5340	49	31	26	23	28	18	21	11	13	27	33	151
gene5341	479	335	154	180	420	364	275	144	180	371	214	585
gene5342	258	158	75	86	36	10	18	9	14	14	31	47
gene5343	165	53	44	70	30	19	18	11	54	52	31	150
gene5344	65	51	44	50	12	15	10	7	66	79	34	222
gene5345	316	352	167	192	165	134	95	48	128	420	188	560
gene5346	4	1	0	0	3	1	0	0	5	16	14	29
gene5347	4	0	0	0	0	2	0	0	5	4	12	14
gene5348	0	0	0	0	0	0	0	0	0	0	1	0
gene5349	0	0	0	0	0	0	0	0	0	0	0	0
gene5350	79	121	32	31	33	5	17	12	50	44	28	150
gene5351	0	0	0	0	0	0	0	0	0	0	0	0
gene5352	1031	699	379	596	822	553	506	328	586	747	559	2170
gene5353	0	0	0	0	0	2	1	2	0	1	1	3
gene5354	64	45	26	45	80	43	45	21	24	71	52	182
gene5355	9634	7000	4278	6346	8437	6025	6044	4349	3035	5155	3564	13689
gene5356	560	340	264	354	508	339	383	269	325	425	340	1488
gene5357	678	581	299	452	488	454	410	251	434	779	581	1917
gene5358	1957	1396	564	835	1460	1044	776	465	959	1284	727	2530
gene5359	233	191	105	159	79	54	93	43	63	103	92	446
gene5360	9508	6772	4749	6250	4974	3560	5362	3109	4890	6150	4044	17479
gene5361	1595	916	547	861	1435	890	832	539	1036	1236	889	2779
gene5362	53	38	21	21	86	35	26	20	37	26	17	69
gene5363	1	0	0	1	0	0	1	0	0	0	2	2
gene5364	962	656	438	635	840	603	716	390	575	926	717	2887
gene5365	1128	891	675	973	1062	886	940	635	539	1114	862	3342
gene5366	0	8	9	22	0	4	14	2	0	9	20	46
gene5367	911	891	462	667	922	711	728	451	350	719	457	1653
gene5368	1849	995	836	1321	1226	850	1143	792	818	1047	1138	4041
gene5369	4	4	1	2	6	9	4	0	3	3	6	6
gene5370	2016	1399	994	1250	1708	1206	1513	785	946	1680	1280	4347
gene5371	4936	4829	2432	3394	4734	4625	4020	2448	2664	5321	2685	11533
gene5372	0	0	0	0	0	0	0	0	1	0	0	3
gene5373	902	1070	369	467	700	1074	795	350	579	1187	555	2153
gene5374	0	0	0	0	0	0	0	0	0	1	1	3
gene5375	2	2	5	0	2	5	11	4	1	0	2	13
gene5376	1524	1134	796	981	1566	1439	1672	1005	841	1345	1298	3990
gene5377	449	352	199	305	363	293	259	172	232	441	226	1229
gene5378	39	31	15	11	26	13	21	17	14	41	17	93
gene5379	1564	1288	615	685	931	843	702	469	540	1234	680	2605
gene5380	0	0	0	0	0	0	0	0	0	0	0	0
gene5381	839	736	389	485	648	592	560	328	455	961	604	2299
gene5382	1183	899	541	822	919	547	657	460	835	1041	864	4043
gene5383	776	687	474	563	717	520	665	413	488	714	579	1984
gene5384	44	6	33	47	51	2	51	40	33	5	74	249
gene5385	7	0	0	0	12	0	4	3	1	3	2	16
gene5386	240	200	116	141	188	170	164	70	180	314	195	587
gene5387	2	0	3	4	4	3	4	3	0	3	3	20
gene5388	3462	2915	1454	1923	2070	1681	1884	1043	2887	4029	2328	10281
gene5389	0	0	0	0	0	1	0	0	0	1	0	0
gene5390	0	0	0	0	0	0	0	0	0	0	0	3
gene5391	437	452	211	291	272	231	263	152	269	451	311	1214
gene5392	2973	2023	1169	1560	2251	1638	1563	1048	1108	1834	1264	4385
gene5393	3297	2777	1092	1367	2770	2354	1531	966	1278	2417	1148	3946
gene5394	1325	1071	698	1065	1081	863	1070	695	679	1130	1074	4288
gene5395	996	1017	584	827	816	931	1038	601	449	1056	700	2816
gene5396	5271	4159	2776	4439	3639	2933	3744	2310	5206	7500	6001	26504
gene5397	4	5	2	2	13	2	2	3	0	5	2	11
gene5398	1194	857	512	667	883	666	660	399	816	1123	931	3249
gene5399	965	751	329	497	840	571	491	303	476	797	490	2098
gene5400	232	169	81	148	203	165	151	134	432	359	190	919
gene5401	4502	3563	2648	3496	3518	3093	3754	2280	1843	3355	2814	10157
gene5402	1022	823	651	764	916	746	801	434	1926	1548	924	3793
gene5403	2919	2727	1452	2038	2412	2323	2367	1367	1213	2585	1550	5703
gene5404	2705	1731	1210	1862	2435	1523	1723	1323	966	1339	1164	4810
gene5405	0	0	0	2	1	0	0	0	0	0	0	0
gene5406	1908	1584	854	1190	1378	1162	1170	779	974	1594	990	3734
gene5407	407	264	142	224	326	183	196	143	134	210	158	510
gene5408	1582	1142	768	1028	1222	1042	1111	756	811	1234	1035	3602
gene5409	2	12	1	1	1	0	0	1	3	2	0	10
gene5410	2	6	4	2	2	1	3	1	2	7	4	6
gene5411	4086	3503	1694	2095	3042	2432	2452	1421	2494	5002	2593	9987
gene5412	674	507	356	450	531	432	496	314	318	605	449	1462
gene5413	648	364	195	283	610	341	313	203	399	560	307	1193
gene5414	95	75	65	64	98	66	108	37	58	86	70	205
gene5415	1493	1260	696	1007	1130	892	1084	665	849	1588	1077	4127
gene5416	4273	3382	2044	2635	3121	2643	2983	1773	2593	4699	3332	11702
gene5417	36	52	17	29	41	35	34	15	30	54	56	131
gene5418	463	357	313	401	393	287	363	285	185	301	284	1093
gene5419	2327	2086	1110	1402	1917	1877	1588	1013	880	1935	1174	4121
gene5420	6046	5108	2840	4152	4886	4481	4393	2700	2685	5145	3268	12987
gene5421	36	40	24	44	40	27	34	12	39	80	40	135
gene5422	933	575	315	462	676	436	455	286	530	804	577	1982
gene5423	77	58	25	22	49	26	30	16	14	13	12	21
gene5424	0	1	2	0	0	3	5	2	0	0	0	0
gene5425	483	363	172	261	373	327	230	179	274	469	232	910
gene5426	38	51	23	24	36	47	32	17	32	58	32	136
gene5427	1754	1301	985	1406	1568	1177	1523	864	904	1404	1216	4232
gene5428	945	941	406	596	817	884	567	347	494	1043	554	1816
gene5429	0	0	0	0	0	0	0	0	0	0	0	0
gene5430	31	19	9	15	14	24	17	10	8	33	12	66
gene5431	9	2	1	0	10	0	2	0	1	0	1	1
gene5432	327	364	217	273	1008	582	956	467	487	774	863	3421
gene5433	1844	2450	1134	1500	2625	3470	2849	1352	2919	6167	4013	16321
gene5434	0	0	0	0	0	0	0	0	0	0	0	0
gene5435	0	0	0	0	0	0	0	0	0	0	0	1
gene5436	0	2	0	0	1	0	4	2	1	1	2	7
gene5437	16	17	16	9	16	26	22	15	5	8	18	35
gene5438	3570	2962	1741	2535	3731	3284	3614	1788	1092	2114	1471	6036
gene5439	5535	6688	3802	4289	3943	4718	4872	2032	6514	15115	8726	34257
gene5440	211	169	101	129	187	174	203	106	258	617	408	1574
gene5441	7097	6523	3452	4367	4813	5056	5633	2906	7589	13337	8966	34507
gene5442	71	73	31	32	37	38	39	27	88	137	108	479
gene5443	0	3	1	1	0	0	2	0	4	10	1	5
gene5444	3	1	0	0	0	0	0	0	0	6	0	2
gene5445	1656	1316	648	755	1369	1256	910	538	658	1347	736	2290
gene5446	979	767	429	575	845	677	605	384	799	1363	867	3052
gene5447	126	124	89	101	77	105	176	63	42	100	76	243
gene5448	0	2	0	0	1	0	0	0	0	2	0	1
gene5449	3704	3068	1479	1948	2689	2314	1747	1209	1852	3135	1502	5464
gene5450	2638	2197	1045	1234	1962	1666	1338	803	1440	2643	1279	4342
gene5451	0	0	0	0	1	0	0	0	0	0	0	0
gene5452	521	373	228	295	270	206	224	108	122	169	158	505
gene5453	0	0	0	6	1	0	2	1	0	1	1	5
gene5454	1430	1730	594	730	1284	1691	1015	590	880	2698	1125	3462
gene5455	0	0	0	0	0	0	0	0	0	0	0	0
gene5456	0	0	0	0	3	0	0	0	1	0	1	1
gene5457	4396	4053	2285	3314	3119	2946	3534	1918	2178	4425	2850	11927
gene5458	85	49	34	53	48	41	32	24	29	48	31	143
gene5459	70	59	33	28	47	35	39	22	60	82	56	171
gene5460	0	0	0	0	0	0	0	0	0	0	0	0
gene5461	1068	857	485	613	919	731	726	396	388	646	401	1542
gene5462	2321	1774	1274	1798	2037	1409	1987	1206	787	1138	1106	4163
gene5463	0	0	0	0	0	0	0	0	0	3	0	1
gene5464	0	10	0	0	3	0	0	0	0	0	0	0
gene5465	0	0	0	0	4	0	1	0	1	1	0	2
gene5466	0	0	0	0	0	0	0	0	0	0	0	0
