Geneid	ck18FL1	ck18FL2	ck18FL3	ck18FL4	ck18HL1	ck18HL2	ck18HL3	ck18HL4	ck18K1	ck18k2	ck18K3	ck18K4
gene10709	2753	2284	1559	2105	2406	2033	2249	1427	1233	2255	1872	6667
gene10710	283	195	132	179	243	152	159	108	146	234	171	732
gene10711	1880	1982	1001	1257	1417	1746	1310	833	1248	2661	1595	5358
gene10712	647	571	385	525	487	442	435	286	257	534	359	1513
gene10713	2776	1805	830	1166	1576	1185	924	639	1883	2713	1463	5186
gene10714	709	655	370	507	607	588	632	313	282	622	449	1724
gene10715	12	20	16	10	20	17	13	18	19	29	19	100
gene10716	4049	3836	3034	4428	3594	3471	4502	2777	1463	3575	2761	12093
gene10717	11	6	19	22	8	16	22	10	8	32	33	83
gene10718	19	23	15	12	14	37	15	15	14	57	25	94
gene10719	14	27	17	29	37	24	39	21	30	50	32	167
gene10720	1218	971	508	732	914	777	1116	542	333	354	383	1425
gene10721	15	10	9	4	18	27	13	6	27	30	4	41
gene10722	7835	8218	4925	6069	6065	7108	8170	3760	2587	6964	4525	16601
gene10723	1444	1134	683	974	1297	1017	1124	643	1056	1651	986	4284
gene10724	786	583	373	534	584	406	544	284	318	562	432	1687
gene10725	3272	2072	1371	2288	2289	1591	2239	1415	1622	2293	1847	8792
gene10726	0	0	0	0	0	0	0	0	0	0	0	0
gene10727	378	365	213	304	306	268	351	158	222	451	282	1167
gene10728	10831	9289	5232	7716	7753	7220	8379	4512	7647	13816	10045	41888
gene10729	5108	4116	2709	3707	4153	3499	4039	2373	2644	4390	3465	13017
gene10730	1824	1741	819	1059	1558	1431	1416	683	808	1676	959	3557
gene10731	9	7	2	2	6	3	3	1	2	10	5	19
gene10732	1953	1529	727	1143	1638	1319	1405	827	838	1603	852	4215
gene10733	609	519	284	404	470	456	494	259	236	530	257	1411
gene10734	1081	916	536	813	910	807	902	521	559	974	649	2592
gene10735	5017	4597	2182	3221	3796	4269	4134	1961	2253	4560	2312	10368
gene10736	870	632	414	604	796	689	621	436	733	774	372	2334
gene10737	68	64	45	33	94	65	72	27	355	256	93	606
gene10738	2820	3001	1583	2394	2250	2544	2512	1340	1251	2862	1685	6991
gene10739	2943	2802	1468	2223	2170	2318	2535	1320	1171	2514	1451	6425
gene10740	1089	967	677	917	1014	836	1034	575	612	1080	751	3227
gene10741	597	408	204	296	457	320	339	193	330	495	329	1294
gene10742	23	8	5	8	12	5	14	6	13	19	12	55
gene10743	2529	1934	1612	2365	2172	1762	2474	1473	999	1803	1670	7442
gene10744	2351	1712	1322	2056	1909	1394	2088	1231	881	1654	1388	6037
gene10745	39541	35802	22310	30676	34918	28375	34627	18322	23244	40150	27650	111413
gene10746	1	4	3	2	2	3	0	1	0	2	0	2
gene10747	36	42	20	38	29	33	43	20	22	31	22	93
gene10748	673	504	320	458	507	440	467	296	179	275	215	992
gene10749	0	0	0	0	0	0	0	0	0	0	0	2
gene10750	39	50	21	22	18	34	25	21	23	69	39	142
gene10751	798	599	308	445	592	715	526	280	32	115	76	283
gene10752	2217	1764	1167	1853	2013	1619	1716	1075	891	1680	1035	4858
gene10753	122	92	44	76	66	70	82	52	90	107	72	319
gene10754	1430	1172	785	1109	1019	991	1183	644	748	1421	1170	4753
gene10755	1309	1011	719	916	1117	983	989	577	1945	2086	1042	5513
gene10756	2457	1823	1304	1914	1929	1469	2121	1152	1021	1497	1316	5818
gene10757	47	26	24	28	57	40	69	35	62	50	47	199
gene10758	200	220	64	111	156	251	204	97	63	132	86	333
gene10759	1452	1272	589	963	1407	1290	1190	540	601	1305	686	2520
gene10760	2008	1915	1265	1878	1774	1604	1852	1143	774	1746	1234	4954
gene10761	729	497	322	504	550	439	579	312	507	818	685	2707
gene10762	5992	5419	3069	4582	4616	4186	4891	2840	1902	4343	2837	10741
gene10763	121	179	81	91	155	167	105	44	54	144	86	282
gene10764	27985	23700	12994	18379	22153	20025	17390	11044	13925	28972	16980	63955
gene10765	3229	2967	1842	2661	2792	2800	2901	1610	2085	4229	2783	11511
gene10766	27452	23159	16822	28201	22233	19238	25538	15598	10212	20705	16934	76639
gene10767	21	20	15	22	28	23	40	18	36	38	23	146
gene10768	4289	3760	2363	3236	3409	3120	3674	2029	2074	4228	2864	11004
gene10769	412	377	156	224	270	322	227	123	208	462	198	717
gene10770	1132	1349	698	898	1164	1163	1086	560	556	1427	700	2856
gene10771	1257	996	521	860	995	804	866	558	568	1051	744	2941
gene10772	4	14	3	2	11	3	9	2	1	5	3	17
gene10773	8648	7618	4157	5259	6272	5869	6042	3320	3473	7440	4886	16830
gene10774	1684	1279	829	1081	1228	888	1025	623	925	1297	1029	3778
gene10775	8	9	3	3	12	15	5	1	6	9	3	12
gene10776	2192	1723	1133	1661	1842	1275	1788	1005	1322	2087	1525	6789
gene10777	94	67	25	31	78	46	52	28	33	55	28	108
gene10778	3	4	6	4	3	4	2	0	6	3	2	7
gene10779	1902	1358	944	1362	1478	1229	1284	786	764	1207	949	3606
gene10780	871	822	498	657	675	610	732	396	363	722	457	1898
gene10781	5672	5833	2826	4306	5401	5069	4986	2666	2719	5677	2836	14454
gene10782	757	553	332	506	606	504	540	346	334	515	351	1593
gene10783	12	12	5	7	7	11	13	6	4	6	7	24
gene10784	14	2	15	7	3	4	10	7	4	6	7	43
gene10785	580	422	308	450	479	347	540	339	280	483	356	1428
gene10786	1	0	0	0	3	5	2	5	0	0	0	0
gene10787	0	0	0	0	0	0	0	0	0	0	0	0
gene10788	0	0	0	0	0	0	0	0	0	0	0	1
gene10789	255	201	104	169	215	148	158	103	110	178	151	499
gene10790	150	100	62	103	114	67	99	67	48	45	43	251
gene10791	1231	918	666	995	981	701	949	595	710	1217	922	3818
gene10792	1025	682	459	698	900	664	694	474	442	679	600	2299
gene10793	274	229	158	237	243	182	271	145	152	291	213	804
gene10794	3	1	2	4	5	3	2	3	0	0	4	12
gene10795	5	5	2	3	6	4	6	5	9	10	3	21
gene10796	5	3	0	6	4	4	4	3	2	0	1	14
gene10797	0	0	0	0	0	0	1	0	3	2	0	8
gene10798	168	120	119	148	119	104	193	114	357	184	155	1064
gene10799	1505	1081	746	1010	1214	885	1030	532	559	1003	744	2852
gene10800	3723	2794	1297	1672	3052	2471	1729	1184	1349	2308	1231	4233
gene10801	87	45	18	28	38	35	17	23	17	44	8	98
gene10802	5	1	1	7	2	2	0	1	1	1	1	3
gene10803	814	1145	305	346	254	366	241	106	255	744	300	869
gene10804	24	36	20	35	6	2	13	9	42	18	9	81
gene10805	792	545	342	451	531	410	431	243	528	816	606	2042
gene10806	1	5	0	0	5	1	1	0	2	4	2	6
gene10807	0	0	0	0	0	0	0	0	0	0	0	0
gene10808	15	18	20	23	9	14	10	4	5	15	10	43
gene10809	788	732	500	797	593	540	672	392	333	641	578	2061
gene10810	1	2	2	0	2	4	0	0	2	1	0	5
gene10811	1348	1119	617	883	798	764	650	440	334	664	376	1440
gene10812	3730	3172	1681	2174	2993	2545	2290	1416	1510	2644	1606	5596
gene10813	6	7	5	4	2	5	10	0	2	17	4	10
gene10814	1684	1205	550	838	1372	1122	878	523	1041	1391	651	2935
gene10815	410	330	211	233	428	305	310	225	263	514	281	1095
gene10816	3320	2713	1497	2057	2674	2178	1923	1149	1627	2562	1510	6050
gene10817	2904	2773	1539	2106	2249	2199	2197	1178	1634	3228	2152	7721
gene10818	7	6	1	2	2	5	4	0	1	7	5	17
gene10819	7137	5573	4152	5612	6033	4756	6198	3483	3567	5984	4682	18808
gene10820	199	249	117	170	162	124	119	67	141	315	155	533
gene10821	4775	3967	2142	2938	3737	3391	3054	1716	2152	4141	2484	9030
gene10822	20916	17346	8461	11530	17562	14797	10996	7946	8491	16519	8750	31020
gene10823	65	80	39	37	86	68	61	37	82	161	77	308
gene10824	3218	2535	1461	2003	2677	2196	2404	1423	2074	3791	2836	10043
gene10825	1823	1536	1058	1504	1462	1251	1588	894	924	1601	1280	5191
gene10826	2877	1939	1245	2056	2447	1776	1805	1267	878	1518	1101	4829
gene10827	2189	1585	944	1491	1985	1470	1496	1025	989	1714	993	4972
gene10828	2262	1789	1109	1563	1761	1484	1678	988	1189	1983	1518	5461
gene10829	1148	848	464	658	887	678	577	423	585	927	533	2036
gene10830	7	9	1	9	4	3	4	4	5	6	2	25
gene10831	349	326	241	332	391	245	421	273	323	486	419	1780
gene10832	971	929	584	848	853	832	923	525	387	793	608	2513
gene10833	1426	1123	723	1027	1152	978	1126	628	714	1048	939	3047
gene10834	1014	817	535	703	868	648	853	429	594	884	775	3044
gene10835	4462	3442	2038	2553	4405	3170	3230	1772	2180	3658	2569	8804
gene10836	85	105	52	244	93	83	52	147	28	48	62	639
gene10837	43	19	6	21	25	16	24	12	3	3	4	7
gene10838	2133	1642	883	1016	1858	1560	1376	860	1400	2114	1282	4454
gene10839	857	699	218	463	626	504	322	260	405	861	266	1658
gene10840	0	0	0	0	0	0	0	0	0	0	0	0
gene10841	5121	4379	2923	4083	4307	3870	4343	2581	2294	4296	3177	12812
gene10842	1213	1342	860	963	848	946	962	480	335	837	506	1451
gene10843	7	9	1	6	4	7	3	3	5	6	11	19
gene10844	72	64	39	41	198	185	159	63	42	90	43	182
gene10845	5640	4585	2825	4089	5091	4171	4256	2736	2000	4072	2641	10570
gene10846	671	613	291	475	550	507	692	390	687	937	618	2875
gene10847	10	14	8	3	10	9	5	2	5	19	14	36
gene10848	272	209	182	208	259	195	211	142	145	238	200	776
gene10849	829	686	683	746	684	626	1014	452	417	809	858	2667
gene10850	285	194	141	176	235	130	246	95	139	179	180	644
gene10851	1872	1422	720	1014	1492	1181	1132	746	1204	1989	1085	4358
gene10852	1125	990	555	823	902	805	890	535	583	1078	687	2602
gene10853	2875	2226	1182	1821	2058	1865	2147	1259	1491	2832	2066	7876
gene10854	1840	1409	881	1269	1443	1186	1344	751	1028	1810	1273	5013
gene10855	9292	7822	4433	6591	7062	6947	7923	4194	4108	7714	5177	20704
gene10856	217	213	129	140	153	147	198	64	193	364	262	492
gene10857	2464	1954	1536	2168	1894	1589	2244	1281	1460	2211	1857	7815
gene10858	579	515	225	322	425	631	509	180	303	693	299	1312
gene10859	6	7	2	7	6	4	4	6	8	11	14	32
gene10860	4762	3042	2457	3686	3577	2387	3257	1829	2051	2801	2786	12029
gene10861	106	94	61	80	98	66	93	40	90	198	145	446
gene10862	265	248	95	136	101	137	155	56	421	446	202	1062
gene10863	41	46	14	18	23	27	27	15	13	15	12	58
gene10864	0	0	0	0	1	0	0	0	0	0	1	0
gene10865	11087	8918	4532	6765	8807	7117	6558	4248	5477	9076	5717	20873
gene10866	324	175	71	114	211	142	112	70	145	218	120	443
gene10867	4069	3345	1700	2217	1550	1564	1541	735	3589	4999	3256	12470
gene10868	153	154	55	85	92	80	80	40	252	264	216	890
gene10869	4	4	10	4	5	6	2	3	3	11	7	12
gene10870	0	0	0	0	0	0	0	0	1	1	0	1
gene10871	110	193	59	57	56	76	34	15	52	144	74	140
gene10872	2794	2266	1061	1367	1186	1005	902	473	1244	1989	1202	3889
gene10873	821	695	372	468	803	587	458	331	565	828	484	2076
gene10874	3	9	5	5	3	8	4	6	3	13	3	35
gene10875	1843	1221	707	1076	1375	923	993	634	1009	1316	1034	3705
gene10876	2	0	1	0	0	0	0	0	0	1	0	0
gene10877	1814	916	697	1159	1088	722	1045	526	2295	1877	2457	10250
gene10878	802	632	431	744	820	843	924	701	447	1063	659	3753
gene10879	78	19	16	53	56	25	35	37	59	45	38	184
gene10880	441	262	148	296	375	193	211	199	329	347	263	1115
gene10881	6	11	5	10	9	2	9	6	6	3	7	32
gene10882	1	0	1	0	0	2	2	0	0	1	0	0
gene10883	107	59	53	49	73	53	83	40	70	69	84	299
gene10884	199	162	119	109	143	136	206	80	195	200	195	587
gene10885	94	46	24	28	64	22	35	18	101	63	47	166
gene10886	0	0	0	1	0	0	0	0	2	4	0	1
gene10887	1	2	0	0	0	0	1	1	0	0	0	0
gene10888	21	80	16	27	4	3	5	4	12	36	11	40
gene10889	826	550	251	306	568	411	333	220	607	837	421	1626
gene10890	808	771	451	632	573	478	595	320	726	1078	815	3398
gene10891	2883	2467	1476	2310	1727	1451	1863	936	1208	2461	1924	7569
gene10892	0	0	0	1	3	2	1	0	0	1	1	0
gene10893	7338	6387	4069	5262	6119	5386	5370	3331	2783	5614	3963	13752
gene10894	10774	8155	5357	7854	7863	6053	7204	4633	3862	6525	4743	18931
gene10895	0	12	0	0	0	0	0	0	0	0	0	0
gene10896	0	0	0	0	0	0	0	0	0	0	0	0
gene10897	797	690	491	589	616	563	692	371	463	849	697	2262
gene10898	0	0	0	0	0	0	0	0	0	0	1	0
gene10899	1145	762	459	599	954	666	610	405	608	772	576	2079
gene10900	331	244	178	232	363	220	247	181	234	378	251	1069
gene10901	385	376	193	273	316	308	319	183	243	508	361	1239
gene10902	1164	991	517	831	765	712	688	411	632	998	650	3062
gene10903	7483	7001	4018	5356	4399	5095	4831	2614	4040	9426	5833	24791
gene10904	0	1	1	0	0	0	0	0	2	1	3	9
gene10905	7066	6344	3588	4928	5484	5238	5110	2854	4077	8217	5169	19019
gene10906	3861	3269	1819	2444	2761	2586	2386	1302	1548	3116	2044	7296
gene10907	4777	3874	2714	3863	3850	3653	4336	2599	2898	4459	3389	14505
gene10908	9	9	11	11	10	12	19	6	8	9	9	43
gene10909	0	0	0	0	0	0	0	0	0	0	0	0
gene10910	1386	1082	516	870	1116	907	1005	537	742	1093	734	3298
gene10911	167	185	110	122	132	109	138	74	126	194	207	701
gene10912	3837	2770	1344	1839	2888	2107	1700	1145	2542	3559	1968	7716
gene10913	46	46	23	40	29	28	34	22	33	49	33	154
gene10914	51	33	20	31	28	18	19	17	49	41	53	267
gene10915	424	317	200	295	289	247	288	181	208	236	231	1039
gene10916	21	23	10	17	16	29	26	25	12	45	41	199
gene10917	22	16	9	2	14	12	14	5	10	32	27	77
gene10918	1	0	2	0	0	0	2	0	1	1	1	1
gene10919	14	24	27	29	28	22	36	22	78	38	43	226
gene10920	1610	1143	877	1185	1313	1034	1264	806	702	1108	988	3971
gene10921	1619	981	640	998	1300	967	1013	669	741	1119	763	3255
gene10922	134	93	66	91	97	111	110	55	117	174	120	517
gene10923	4	2	2	2	0	4	1	0	0	2	1	7
gene10924	31380	28348	16114	24499	26441	23048	25234	15075	14342	26220	17315	74322
gene10925	391	451	201	312	407	466	412	213	229	382	187	1080
gene10926	1891	1374	874	1113	1631	1171	1357	781	1018	1344	846	3810
gene10927	16204	13207	8724	11395	13756	11814	15100	7671	8367	14723	10663	39929
gene10928	96	45	51	39	93	82	112	52	118	188	136	510
gene10929	466	445	118	368	306	374	223	195	405	742	241	2061
gene10930	30	11	7	24	18	7	10	12	10	7	9	66
gene10931	1330	941	551	744	1082	696	751	381	651	1110	700	2755
gene10932	274	325	137	198	181	152	181	102	211	496	253	1070
gene10933	1610	1418	829	1228	1234	1221	1222	714	955	1895	1250	4732
gene10934	9307	7105	4630	6478	7023	5973	6835	4166	4213	7226	5415	19818
gene10935	4103	3175	1834	2649	3206	2568	2713	1667	1817	3368	2257	8577
gene10936	5322	4461	2506	3691	4655	4447	3777	2478	1908	3549	2112	8898
gene10937	6	5	2	1	6	1	0	3	4	2	3	10
gene10938	16	22	8	8	11	15	11	6	23	30	14	56
gene10939	4372	2572	1460	2166	3419	2005	2022	1379	2186	2814	1841	7673
gene10940	1	0	0	0	0	0	0	0	0	1	0	0
gene10941	160	119	69	74	108	94	103	64	5	7	10	26
gene10942	1140	876	399	555	800	616	569	386	759	1393	695	2778
gene10943	2	2	3	3	3	1	1	1	0	3	1	5
gene10944	149	99	48	135	132	68	109	65	103	151	118	523
gene10945	3	6	3	5	3	1	1	4	1	1	3	16
gene10946	1061	775	539	771	964	706	781	497	517	857	595	2625
gene10947	489	422	424	386	526	356	656	239	161	236	295	806
gene10948	1212	914	503	794	776	716	572	451	531	899	639	2284
gene10949	7	4	3	0	2	2	0	0	3	7	1	4
gene10950	4894	3054	1586	2164	4204	2506	2128	1434	1994	2517	1619	5546
gene10951	1474	1203	694	1061	1021	931	830	762	810	1230	899	3186
gene10952	3003	3088	1449	2408	2461	2737	2555	1452	1430	3029	1413	7504
gene10953	183	162	55	117	127	133	116	45	92	203	60	478
gene10954	0	1	1	0	0	4	0	0	2	1	1	6
gene10955	0	0	0	0	0	0	0	0	0	0	0	0
gene10956	0	0	0	0	0	0	0	0	0	0	0	0
gene10957	0	0	0	0	0	0	0	0	0	0	0	0
gene10967	1952	1305	950	1289	1730	1226	1192	813	1074	1559	1303	4546
gene10968	3906	2841	1580	2199	3161	2605	2381	1480	1531	2773	1799	6559
gene10969	2694	2298	1315	1868	2188	1563	1732	1100	1280	2462	1601	6039
gene10970	2085	2259	951	1183	1671	1794	1402	799	940	2049	1193	4182
gene10971	2957	2057	1310	1375	2727	1712	2025	949	2537	3509	2333	8081
gene10972	3616	3177	1701	2188	2942	2653	2414	1491	1392	3125	1917	6481
gene10973	736	492	348	501	584	444	526	335	369	458	440	1650
gene10974	417	344	220	461	347	306	432	267	289	546	331	1892
gene10975	5444	4857	2748	4152	4788	4322	4445	2883	2517	4927	3271	14143
gene10976	1	0	1	0	0	0	0	0	0	0	0	0
gene10977	169	82	52	124	127	68	52	64	65	76	68	257
gene10978	0	0	0	0	0	0	0	0	0	0	0	0
gene10979	488	484	274	457	434	387	519	290	278	492	424	1583
gene10980	4369	3524	2359	3315	3692	2751	3981	2114	2561	4068	3170	13078
gene10981	0	0	1	1	18	16	43	17	21	1	4	8
gene10982	2	5	2	2	6	2	2	2	6	5	6	23
gene10983	306	259	154	223	228	144	347	162	445	600	375	2153
gene10984	45	27	17	23	38	17	21	21	140	126	40	348
gene10985	204	157	98	144	122	87	175	85	103	118	119	431
gene10986	3131	2445	1725	2603	2774	2030	2594	1642	1356	2044	1659	7045
gene10987	111	99	40	73	106	46	55	43	47	63	54	178
gene10988	2918	2642	1567	2203	2545	2351	2389	1418	1382	2560	1612	6332
gene10989	0	4	2	3	3	5	9	6	0	1	1	4
gene10990	0	1	0	3	0	0	2	0	0	0	2	0
gene10991	4418	3539	2884	4254	3800	3038	4381	2600	2131	3600	3325	13317
gene10992	4	5	3	1	3	6	2	1	3	7	8	9
gene10993	5877	4705	2352	3548	5291	4175	3670	2461	3315	4658	2716	11253
gene10994	10	3	12	6	11	13	12	6	112	22	30	122
gene10995	5825	4878	3818	5457	4699	3956	6010	3182	2617	4923	4062	16730
gene10996	1953	1747	1054	1504	1635	1484	1526	907	928	1937	1121	4854
gene10997	1352	920	589	1023	1098	724	1084	630	703	1017	819	3409
gene10998	4653	4086	2208	3279	3489	3626	4215	2235	2241	4782	3256	12623
gene10999	5245	4273	2467	3815	4424	3373	3421	2483	2442	3942	2749	11689
gene11000	1035	1421	675	794	1136	1365	1165	597	985	2912	1457	6041
gene11001	279	306	140	172	307	306	307	116	167	373	252	791
gene11002	2	2	0	0	1	0	3	0	0	0	0	0
gene11003	3	0	0	0	1	0	0	0	0	0	0	1
gene11004	0	0	0	0	0	0	0	0	0	0	0	0
gene11005	1856	1713	913	1232	1910	1654	1719	921	1406	2414	1639	6502
gene11006	8125	5856	3129	4428	6506	5219	4689	2775	4084	6615	3947	15101
gene11007	331	422	200	195	300	513	497	145	779	2084	1249	3978
gene11008	65	68	26	25	55	42	75	35	419	517	371	1583
gene11009	0	0	0	0	0	0	0	0	0	0	0	0
gene11010	121	60	51	72	94	32	79	40	46	44	27	119
gene11011	2051	1789	991	1568	1590	1203	1369	912	865	1613	1088	4554
gene11012	3860	3063	2038	3391	2966	2565	3061	2109	1637	3029	2211	9631
gene11013	6	11	13	11	11	15	13	6	7	10	9	27
gene11014	2684	2607	1334	1769	2255	2291	2061	1262	1404	2849	1662	6152
gene11015	9	4	3	4	3	9	8	2	1	4	4	7
gene11016	13	29	4	8	3	16	6	3	6	28	7	32
gene11017	15371	12966	7996	10118	8674	7559	8476	4429	6148	12295	8176	31010
gene11018	4323	3133	1475	1909	3058	2043	1990	1220	3668	5135	2765	10349
gene11019	0	0	0	0	0	0	0	1	0	0	1	0
gene11020	0	0	0	0	0	0	0	0	0	0	0	0
gene11021	0	0	0	0	0	0	0	0	0	0	0	0
gene11022	0	0	0	0	0	0	0	0	1	0	0	4
gene11023	0	0	0	0	0	0	0	0	0	0	0	0
gene11024	2349	1806	964	1766	1706	1833	2097	1122	788	1505	867	4488
gene11025	1402	898	522	672	1178	837	1002	402	773	1205	765	2883
gene11026	4717	3898	2507	3562	3532	3014	3799	2219	2108	3916	3052	11041
gene11027	615	382	298	388	404	312	461	277	228	265	248	855
gene11028	554	637	415	502	406	495	755	326	561	1273	935	3419
gene11029	543	317	258	389	458	281	394	249	350	382	341	1533
gene11030	463	333	244	306	439	389	337	177	258	400	241	1058
gene11031	286	350	174	289	286	399	318	206	193	439	225	1109
gene11032	822	711	416	706	765	582	679	445	438	712	642	2592
gene11033	0	0	0	0	1	0	1	1	0	0	2	1
gene11034	0	0	0	0	0	0	0	0	0	0	0	0
gene11035	2813	2301	1357	1765	2081	1769	2328	1187	650	1012	837	2973
gene11036	30	19	9	17	41	12	21	15	15	8	8	55
gene11037	1	0	1	3	2	0	2	0	2	1	0	0
gene11038	3	2	4	0	0	2	1	0	3	0	1	4
gene11039	81	49	28	43	68	22	35	37	38	29	46	178
gene11040	0	1	1	1	0	1	0	0	0	0	0	1
gene11041	9	3	3	8	9	7	3	5	1	1	0	12
gene11042	25	8	6	8	21	7	8	8	2	13	5	21
gene11043	0	0	0	0	0	0	0	0	0	0	0	0
gene11044	6	5	5	5	3	3	2	3	3	6	3	26
gene11045	1149	1007	652	939	989	875	1018	569	501	888	611	2796
gene11046	3142	3008	2061	2960	3009	2661	3217	1890	1482	2892	2092	8630
gene11047	128	95	42	91	71	71	87	53	64	45	37	212
gene11048	1531	1063	795	1094	1355	1223	1630	843	866	1261	893	4552
gene11049	1871	1843	992	1468	1474	1548	1630	846	1124	2071	1388	5261
gene11050	10129	9797	4552	6694	8288	7775	7216	4187	4139	8998	5188	20651
gene11051	6189	4444	2778	4368	4666	3660	4569	2545	2872	4876	3803	16031
gene11052	491	552	351	476	397	442	508	269	271	752	462	1440
gene11053	768	1311	515	516	704	1359	1202	317	677	2352	1079	3566
gene11054	2470	1939	1299	1528	1839	1681	1810	1030	1080	2124	1513	5264
gene11055	67	66	30	50	21	20	21	23	26	27	15	116
gene11056	4932	4413	2761	2917	4532	4123	3891	2124	2502	4934	2948	9672
gene11057	50	219	70	83	45	35	68	43	32	35	59	245
gene11058	0	0	0	0	0	0	0	0	0	0	0	0
gene11059	5	12	1	2	3	3	6	1	6	7	1	11
gene11060	4652	4102	2224	2869	3394	3052	2949	1837	1990	3677	2257	8225
gene11061	521	484	204	367	457	456	333	218	281	521	265	1273
gene11062	248	208	118	167	248	157	196	92	119	260	183	682
gene11063	27	65	17	61	47	57	38	34	14	58	32	228
gene11064	3734	3353	2334	3035	3009	2705	3398	1949	1628	3068	2394	8916
gene11065	1022	968	528	671	975	819	720	445	595	983	546	2251
gene11066	2	0	0	3	3	0	2	1	1	0	0	3
gene11067	1788	1315	882	1330	1496	989	1213	812	856	1216	1026	3887
gene11068	4895	3503	2071	3115	3952	2713	3135	1896	2209	3528	2527	9531
gene11069	17	6	2	6	11	5	8	4	8	6	3	23
gene11070	0	1	1	4	4	0	2	0	0	0	0	1
gene11071	0	0	0	0	0	0	0	1	0	0	0	2
gene11072	557	446	293	403	414	369	528	268	602	702	600	2271
gene11073	192	170	137	221	196	169	220	114	171	211	161	758
gene11074	2727	1880	1335	1807	2300	1589	2207	1085	1395	2341	1707	6744
gene11075	777	669	393	613	697	581	596	356	504	858	551	2500
gene11076	670	654	335	508	543	577	600	281	374	885	449	2115
gene11077	1	0	0	0	0	1	1	1	1	0	1	3
gene11078	0	2	2	0	1	1	0	0	0	5	1	4
gene11079	2171	1836	1107	1773	1868	1659	1896	1039	872	1740	1200	5366
gene11080	1454	946	602	798	843	668	904	483	486	796	629	2314
gene11081	0	0	0	0	0	0	0	0	0	0	0	1
gene11082	20	22	5	9	13	18	5	7	7	17	8	12
gene11083	2065	1101	758	1315	1663	1023	1391	873	588	685	546	2538
gene11084	3	2	5	2	8	0	5	2	3	0	2	14
gene11085	1381	842	531	885	1244	847	1015	642	715	1189	1011	4000
gene11086	4767	4194	2734	4014	4222	3733	4055	2405	2209	4654	3160	13073
gene11087	41041	31426	22856	34399	29247	24423	37321	21687	17447	31217	26340	110295
gene11088	32	36	29	33	46	34	34	15	13	35	17	125
gene11089	18101	13342	7110	9159	14324	10918	9842	5823	13475	18891	14466	50846
gene11090	1	2	1	0	2	1	2	0	4	0	3	7
gene11091	1902	1607	936	1559	1454	1288	1538	978	845	1613	1349	4940
gene11092	5807	5099	3294	4969	4715	4127	5144	3100	2753	4983	3761	15852
gene11093	287	263	126	195	180	164	201	90	178	241	148	545
gene11094	2029	1867	794	1477	1340	1366	1462	817	442	940	555	2361
gene11095	69	69	40	47	119	80	135	72	43	54	52	185
gene11096	7720	6596	4047	6209	6952	5515	6152	4152	3498	6594	4065	17818
gene11097	2731	2604	1427	1703	2484	2183	2263	1160	1671	3505	1935	6683
gene11098	206	64	86	153	273	73	153	102	48	70	85	358
gene11099	32	25	15	37	39	29	36	43	20	16	24	125
gene11100	0	8	1	1	2	1	1	0	1	3	5	9
gene11101	31	20	7	18	24	22	20	10	30	49	35	95
gene11102	4	5	1	4	11	4	2	0	9	6	11	10
gene11103	1015	979	616	1043	973	860	979	724	593	1181	713	3539
gene11104	1	1	2	0	0	2	0	0	10	5	1	5
gene11105	264	172	126	237	125	107	173	134	307	301	131	591
gene11106	1	0	0	0	0	0	0	1	0	0	2	3
gene11107	3	1	1	0	0	0	0	0	1	0	1	0
gene11108	0	0	0	0	0	0	0	0	0	0	0	6
gene11109	0	2	0	1	0	0	1	0	1	0	0	7
gene11110	0	0	0	1	0	0	0	0	0	0	0	1
gene11111	405	347	199	228	301	326	293	144	575	1082	514	2870
gene11112	5579	5377	2120	2709	4687	4625	2900	1846	2325	5167	2326	7632
gene11113	13	15	6	6	7	5	10	1	31	40	29	179
gene11114	0	0	0	0	1	0	1	0	2	0	0	1
gene11115	2035	1268	1005	1421	1906	1053	1262	946	1015	1186	1004	3826
gene11116	3	3	0	0	0	4	2	0	0	0	0	3
